"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORMS__Closing_Checklist__c","nFORMS__Description__c","nFORMS__Enable_FLS__c","nFORMS__Enforce_Masking__c","nFORMS__Filter__c","nFORMS__Form_Purpose__c","nFORMS__Is_Active__c","nFORMS__Output_Type__c","nFORMS__Primary_Object__c","nFORMS__Save_To_Docman__c","nFORMS__lookupKey__c"
"a4z8c000002whqvAAA","0058c00000AZElEAAX","","Test","2022-04-05T19:33:24.000Z","0058c00000AZElEAAX","2022-04-05T19:33:24.000Z","0058c00000AZElEAAX","","","","true","true","","General","false",".txt","Account","false","42232570608653385"
